State_Name,District_Name,Crop_Year,Season,Crop,Temperature,Humidity,Soil_Moisture,Area,Production
Bihar,BHOJPUR,2008,Kharif     ,Sweet potato,34,45,52,44.0,640.0
Bihar,BHOJPUR,2008,Kharif     ,Urad,34,55,62,139.0,116.0
Bihar,BHOJPUR,2008,Rabi       ,Barley,35,50,59,1663.0,2125.0
Bihar,BHOJPUR,2008,Rabi       ,Gram,25,55,55,4807.0,5244.0
Bihar,BHOJPUR,2008,Rabi       ,Khesari,36,35,45,6581.0,6245.0
Bihar,BHOJPUR,2008,Rabi       ,Linseed,37,40,46,461.0,393.0
Bihar,BHOJPUR,2008,Rabi       ,Maize,36,41,50,53.0,50.0
Bihar,BHOJPUR,2008,Rabi       ,Masoor,37,42,55,10887.0,9853.0
Bihar,BHOJPUR,2008,Rabi       ,Other  Rabi pulses,36,40,54,4.0,3.0
Bihar,BHOJPUR,2008,Rabi       ,Peas & beans (Pulses),34,45,52,1597.0,1536.0
Bihar,BHOJPUR,2008,Rabi       ,Potato,34,55,62,2619.0,15897.0
Bihar,BHOJPUR,2008,Rabi       ,Rapeseed &Mustard,35,50,59,1769.0,2623.0
Bihar,BHOJPUR,2008,Rabi       ,Sweet potato,25,55,55,1.0,15.0
Bihar,BHOJPUR,2008,Rabi       ,Wheat,36,35,45,77721.0,211131.0
Bihar,BHOJPUR,2008,Summer     ,Maize,37,40,46,835.0,2696.0
Bihar,BHOJPUR,2008,Summer     ,Moong(Green Gram),36,41,50,49.0,33.0
Bihar,BHOJPUR,2008,Whole Year ,Dry chillies,37,42,55,18.0,12.0
Bihar,BHOJPUR,2008,Whole Year ,Garlic,36,40,54,6.0,9.0
Bihar,BHOJPUR,2008,Whole Year ,Onion,34,45,52,622.0,4976.0
Bihar,BHOJPUR,2008,Whole Year ,Sugarcane,34,55,62,255.0,11782.0
Bihar,BHOJPUR,2008,Whole Year ,Turmeric,35,50,59,3.0,4.0
Bihar,BHOJPUR,2008,Winter     ,Rice,25,55,55,106010.0,314018.0
Bihar,BHOJPUR,2009,Autumn     ,Maize,36,35,45,3969.0,8423.0
Bihar,BHOJPUR,2009,Autumn     ,Rice,37,40,46,482.0,435.0
Bihar,BHOJPUR,2009,Kharif     ,Arhar/Tur,36,41,50,1635.0,4364.0
Bihar,BHOJPUR,2009,Kharif     ,Bajra,37,42,55,1176.0,1307.0
Bihar,BHOJPUR,2009,Kharif     ,Horse-gram,36,40,54,10.0,10.0
Bihar,BHOJPUR,2009,Kharif     ,Jowar,34,45,52,833.0,864.0
Bihar,BHOJPUR,2009,Kharif     ,Mesta,34,55,62,17.0,122.0
Bihar,BHOJPUR,2009,Kharif     ,Moong(Green Gram),35,50,59,165.0,109.0
Bihar,BHOJPUR,2009,Kharif     ,Other Kharif pulses,25,55,55,50.0,40.0
Bihar,BHOJPUR,2009,Kharif     ,Ragi,36,35,45,31.0,25.0
Bihar,BHOJPUR,2009,Kharif     ,Sannhamp,37,40,46,16.0,13.0
Bihar,BHOJPUR,2009,Kharif     ,Small millets,36,41,50,172.0,131.0
Bihar,BHOJPUR,2009,Kharif     ,Urad,37,42,55,142.0,141.0
Bihar,BHOJPUR,2009,Rabi       ,Barley,36,40,54,1303.0,2103.0
Bihar,BHOJPUR,2009,Rabi       ,Gram,34,45,52,5178.0,8766.0
Bihar,BHOJPUR,2009,Rabi       ,Khesari,34,55,62,5274.0,8908.0
Bihar,BHOJPUR,2009,Rabi       ,Linseed,35,50,59,266.0,225.0
Bihar,BHOJPUR,2009,Rabi       ,Maize,25,55,55,68.0,92.0
Bihar,BHOJPUR,2009,Rabi       ,Masoor,36,35,45,11757.0,16965.0
Bihar,BHOJPUR,2009,Rabi       ,Other  Rabi pulses,37,40,46,7.0,5.0
Bihar,BHOJPUR,2009,Rabi       ,Peas & beans (Pulses),36,41,50,1652.0,1654.0
Bihar,BHOJPUR,2009,Rabi       ,Rapeseed &Mustard,37,42,55,2089.0,4519.0
Bihar,BHOJPUR,2009,Rabi       ,Wheat,36,40,54,76961.0,256474.0
Bihar,BHOJPUR,2009,Summer     ,Maize,34,45,52,889.0,2744.0
Bihar,BHOJPUR,2009,Summer     ,Moong(Green Gram),34,55,62,65.0,28.0
Bihar,BHOJPUR,2009,Summer     ,Rice,35,50,59,19.0,25.0
Bihar,BHOJPUR,2009,Whole Year ,Sugarcane,25,55,55,251.0,11231.0
Bihar,BHOJPUR,2009,Winter     ,Rice,36,35,45,106010.0,141405.0
Bihar,BHOJPUR,2010,Autumn     ,Maize,37,40,46,3973.0,9703.0
Bihar,BHOJPUR,2010,Autumn     ,Rice,36,41,50,482.0,431.0
Bihar,BHOJPUR,2010,Kharif     ,Arhar/Tur,37,42,55,1632.0,2313.0
Bihar,BHOJPUR,2010,Kharif     ,Bajra,36,40,54,1338.0,1496.0
Bihar,BHOJPUR,2010,Kharif     ,Horse-gram,34,45,52,10.0,9.0
Bihar,BHOJPUR,2010,Kharif     ,Jowar,34,55,62,831.0,881.0
Bihar,BHOJPUR,2010,Kharif     ,Mesta,35,50,59,17.0,143.0
Bihar,BHOJPUR,2010,Kharif     ,Moong(Green Gram),25,55,55,148.0,97.0
Bihar,BHOJPUR,2010,Kharif     ,Other Kharif pulses,36,35,45,48.0,36.0
Bihar,BHOJPUR,2010,Kharif     ,Ragi,37,40,46,31.0,30.0
Bihar,BHOJPUR,2010,Kharif     ,Sesamum,36,41,50,120.0,95.0
Bihar,BHOJPUR,2010,Kharif     ,Small millets,37,42,55,173.0,134.0
Bihar,BHOJPUR,2010,Kharif     ,Urad,36,40,54,142.0,124.0
Bihar,BHOJPUR,2010,Rabi       ,Barley,34,45,52,1699.0,2573.0
Bihar,BHOJPUR,2010,Rabi       ,Gram,34,55,62,5561.0,7518.0
Bihar,BHOJPUR,2010,Rabi       ,Khesari,35,50,59,5269.0,6987.0
Bihar,BHOJPUR,2010,Rabi       ,Linseed,25,55,55,266.0,218.0
Bihar,BHOJPUR,2010,Rabi       ,Maize,36,35,45,71.0,213.0
Bihar,BHOJPUR,2010,Rabi       ,Masoor,37,40,46,11714.0,14736.0
Bihar,BHOJPUR,2010,Rabi       ,Other  Rabi pulses,36,41,50,7.0,5.0
Bihar,BHOJPUR,2010,Rabi       ,Peas & beans (Pulses),37,42,55,900.0,932.0
Bihar,BHOJPUR,2010,Rabi       ,Rapeseed &Mustard,36,40,54,2091.0,2457.0
Bihar,BHOJPUR,2010,Rabi       ,Wheat,34,45,52,77138.0,200441.0
Bihar,BHOJPUR,2010,Summer     ,Maize,34,55,62,884.0,3566.0
Bihar,BHOJPUR,2010,Summer     ,Moong(Green Gram),35,50,59,67.0,36.0
Bihar,BHOJPUR,2010,Summer     ,Rice,25,55,55,19.0,36.0
Bihar,BHOJPUR,2010,Whole Year ,Sugarcane,36,35,45,251.0,11528.0
Bihar,BHOJPUR,2010,Winter     ,Rice,37,40,46,105877.0,215955.0
Bihar,BHOJPUR,2011,Autumn     ,Maize,36,41,50,3967.0,5483.0
Bihar,BHOJPUR,2011,Autumn     ,Rice,37,42,55,436.0,699.0
Bihar,BHOJPUR,2011,Kharif     ,Arhar/Tur,36,40,54,1689.0,3452.0
Bihar,BHOJPUR,2011,Kharif     ,Bajra,34,45,52,1318.0,1483.0
Bihar,BHOJPUR,2011,Kharif     ,Horse-gram,34,55,62,10.0,10.0
Bihar,BHOJPUR,2011,Kharif     ,Jowar,35,50,59,826.0,880.0
Bihar,BHOJPUR,2011,Kharif     ,Mesta,25,55,55,17.0,210.0
Bihar,BHOJPUR,2011,Kharif     ,Moong(Green Gram),36,35,45,173.0,104.0
Bihar,BHOJPUR,2011,Kharif     ,Other Kharif pulses,37,40,46,78.0,70.0
Bihar,BHOJPUR,2011,Kharif     ,Ragi,36,41,50,30.0,36.0
Bihar,BHOJPUR,2011,Kharif     ,Sesamum,37,42,55,120.0,105.0
Bihar,BHOJPUR,2011,Kharif     ,Small millets,36,40,54,169.0,127.0
Bihar,BHOJPUR,2011,Kharif     ,Urad,34,45,52,141.0,126.0
Bihar,BHOJPUR,2011,Rabi       ,Barley,34,55,62,1259.0,1993.0
Bihar,BHOJPUR,2011,Rabi       ,Gram,35,50,59,5166.0,9433.0
Bihar,BHOJPUR,2011,Rabi       ,Khesari,25,55,55,5055.0,8710.0
Bihar,BHOJPUR,2011,Rabi       ,Linseed,36,35,45,260.0,225.0
Bihar,BHOJPUR,2011,Rabi       ,Maize,37,40,46,71.0,227.0
Bihar,BHOJPUR,2011,Rabi       ,Masoor,36,41,50,11673.0,13284.0
Bihar,BHOJPUR,2011,Rabi       ,Other  Rabi pulses,37,42,55,8.0,9.0
Bihar,BHOJPUR,2011,Rabi       ,Peas & beans (Pulses),36,40,54,902.0,930.0
Bihar,BHOJPUR,2011,Rabi       ,Rapeseed &Mustard,34,45,52,2048.0,2736.0
Bihar,BHOJPUR,2011,Rabi       ,Wheat,34,55,62,77372.0,233961.0
Bihar,BHOJPUR,2011,Summer     ,Maize,35,50,59,906.0,4014.0
Bihar,BHOJPUR,2011,Summer     ,Moong(Green Gram),25,55,55,62.0,37.0
Bihar,BHOJPUR,2011,Summer     ,Rice,36,35,45,8.0,12.0
Bihar,BHOJPUR,2011,Winter     ,Rice,37,40,46,105902.0,349737.0
Bihar,BHOJPUR,2012,Autumn     ,Maize,36,41,50,2852.0,7393.0
Bihar,BHOJPUR,2012,Autumn     ,Rice,37,42,55,350.0,624.0
Bihar,BHOJPUR,2012,Kharif     ,Arhar/Tur,36,40,54,1604.0,9268.0
Bihar,BHOJPUR,2012,Kharif     ,Bajra,34,45,52,881.0,1004.0
Bihar,BHOJPUR,2012,Kharif     ,Horse-gram,34,55,62,8.0,8.0
Bihar,BHOJPUR,2012,Kharif     ,Jowar,35,50,59,677.0,725.0
Bihar,BHOJPUR,2012,Kharif     ,Moong(Green Gram),25,55,55,118.0,83.0
Bihar,BHOJPUR,2012,Kharif     ,Other Kharif pulses,36,35,45,73.0,73.0
Bihar,BHOJPUR,2012,Kharif     ,Ragi,37,40,46,8.0,9.0
Bihar,BHOJPUR,2012,Kharif     ,Sesamum,36,41,50,66.0,59.0
Bihar,BHOJPUR,2012,Kharif     ,Small millets,37,42,55,164.0,126.0
Bihar,BHOJPUR,2012,Kharif     ,Urad,36,40,54,73.0,67.0
Bihar,BHOJPUR,2012,Rabi       ,Barley,34,45,52,1250.0,1903.0
Bihar,BHOJPUR,2012,Rabi       ,Gram,34,55,62,4647.0,7082.0
Bihar,BHOJPUR,2012,Rabi       ,Khesari,35,50,59,3574.0,5300.0
Bihar,BHOJPUR,2012,Rabi       ,Linseed,25,55,55,420.0,364.0
Bihar,BHOJPUR,2012,Rabi       ,Maize,36,35,45,67.0,257.0
Bihar,BHOJPUR,2012,Rabi       ,Masoor,37,40,46,10417.0,13792.0
Bihar,BHOJPUR,2012,Rabi       ,Peas & beans (Pulses),36,41,50,820.0,854.0
Bihar,BHOJPUR,2012,Rabi       ,Wheat,37,42,55,74136.0,192024.0
Bihar,BHOJPUR,2012,Summer     ,Maize,36,40,54,906.0,4690.0
Bihar,BHOJPUR,2012,Summer     ,Moong(Green Gram),34,45,52,62.0,39.0
Bihar,BHOJPUR,2012,Summer     ,Rice,34,55,62,8.0,19.0
Bihar,BHOJPUR,2012,Whole Year ,Sugarcane,35,50,59,353.0,13953.0
Bihar,BHOJPUR,2012,Winter     ,Rice,25,55,55,104976.0,359335.0
Bihar,BHOJPUR,2013,Autumn     ,Maize,36,35,45,2609.0,3955.0
Bihar,BHOJPUR,2013,Autumn     ,Rice,37,40,46,164.0,224.0
Bihar,BHOJPUR,2013,Kharif     ,Arhar/Tur,36,41,50,1046.0,2321.0
Bihar,BHOJPUR,2013,Kharif     ,Bajra,37,42,55,443.0,504.0
Bihar,BHOJPUR,2013,Kharif     ,Horse-gram,36,40,54,8.0,8.0
Bihar,BHOJPUR,2013,Kharif     ,Jowar,34,45,52,417.0,444.0
Bihar,BHOJPUR,2013,Kharif     ,Moong(Green Gram),34,55,62,121.0,89.0
Bihar,BHOJPUR,2013,Kharif     ,Other Kharif pulses,35,50,59,72.0,72.0
Bihar,BHOJPUR,2013,Kharif     ,Ragi,25,55,55,1.0,1.0
Bihar,BHOJPUR,2013,Kharif     ,Sesamum,36,35,45,46.0,41.0
Bihar,BHOJPUR,2013,Kharif     ,Small millets,37,40,46,244.0,184.0
Bihar,BHOJPUR,2013,Kharif     ,Urad,36,41,50,86.0,78.0
Bihar,BHOJPUR,2013,Rabi       ,Barley,37,42,55,1231.0,1290.0
Bihar,BHOJPUR,2013,Rabi       ,Gram,36,40,54,6580.0,8593.0
Bihar,BHOJPUR,2013,Rabi       ,Khesari,34,45,52,3499.0,3184.0
Bihar,BHOJPUR,2013,Rabi       ,Linseed,34,55,62,172.0,146.0
Bihar,BHOJPUR,2013,Rabi       ,Maize,35,50,59,66.0,249.0
Bihar,BHOJPUR,2013,Rabi       ,Masoor,25,55,55,9702.0,10381.0
Bihar,BHOJPUR,2013,Rabi       ,Peas & beans (Pulses),36,35,45,827.0,1034.0
Bihar,BHOJPUR,2013,Rabi       ,Rapeseed &Mustard,37,40,46,1081.0,1583.0
Bihar,BHOJPUR,2013,Rabi       ,Wheat,36,41,50,74643.0,211555.0
Bihar,BHOJPUR,2013,Summer     ,Maize,37,42,55,872.0,4203.0
Bihar,BHOJPUR,2013,Summer     ,Moong(Green Gram),36,40,54,97.0,65.0
Bihar,BHOJPUR,2013,Whole Year ,Sugarcane,34,45,52,280.0,14576.0
Bihar,BHOJPUR,2013,Winter     ,Rice,34,55,62,99679.0,283162.0
Bihar,BHOJPUR,2014,Autumn     ,Maize,35,50,59,2558.0,5069.0
Bihar,BHOJPUR,2014,Autumn     ,Rice,25,55,55,41.0,71.0
Bihar,BHOJPUR,2014,Kharif     ,Arhar/Tur,36,35,45,1051.0,1928.0
Bihar,BHOJPUR,2014,Kharif     ,Bajra,37,40,46,253.0,287.0
Bihar,BHOJPUR,2014,Kharif     ,Horse-gram,36,41,50,8.0,8.0
Bihar,BHOJPUR,2014,Kharif     ,Jowar,37,42,55,406.0,434.0
Bihar,BHOJPUR,2014,Kharif     ,Moong(Green Gram),36,40,54,112.0,84.0
Bihar,BHOJPUR,2014,Kharif     ,Other Kharif pulses,34,45,52,71.0,71.0
Bihar,BHOJPUR,2014,Kharif     ,Ragi,34,55,62,1.0,1.0
Bihar,BHOJPUR,2014,Kharif     ,Sesamum,35,50,59,36.0,32.0
Bihar,BHOJPUR,2014,Kharif     ,Small millets,25,55,55,228.0,171.0
Bihar,BHOJPUR,2014,Kharif     ,Urad,36,35,45,76.0,69.0
Bihar,BHOJPUR,2014,Rabi       ,Barley,37,40,46,1072.0,1004.0
Bihar,BHOJPUR,2014,Rabi       ,Gram,36,41,50,4149.0,3452.0
Bihar,BHOJPUR,2014,Rabi       ,Khesari,37,42,55,3203.0,3229.0
Bihar,BHOJPUR,2014,Rabi       ,Linseed,36,40,54,130.0,112.0
Bihar,BHOJPUR,2014,Rabi       ,Maize,34,45,52,57.0,151.0
Bihar,BHOJPUR,2014,Rabi       ,Masoor,34,55,62,9625.0,7902.0
Bihar,BHOJPUR,2014,Rabi       ,Peas & beans (Pulses),35,50,59,815.0,823.0
Bihar,BHOJPUR,2014,Rabi       ,Rapeseed &Mustard,25,55,55,1009.0,1358.0
Bihar,BHOJPUR,2014,Rabi       ,Wheat,36,35,45,74572.0,136534.0
Bihar,BHOJPUR,2014,Summer     ,Maize,37,40,46,839.0,3493.0
Bihar,BHOJPUR,2014,Summer     ,Moong(Green Gram),36,41,50,64.0,37.0
Bihar,BHOJPUR,2014,Whole Year ,Sugarcane,37,42,55,542.0,36117.0
Bihar,BHOJPUR,2014,Winter     ,Rice,36,40,54,99721.0,287766.0
Bihar,BUXAR,1997,Kharif     ,Arhar/Tur,34,45,52,956.0,935.0
Bihar,BUXAR,1997,Kharif     ,Bajra,34,55,62,359.0,222.0
Bihar,BUXAR,1997,Kharif     ,Jowar,35,50,59,817.0,678.0
Bihar,BUXAR,1997,Kharif     ,Maize,25,55,55,1132.0,593.0
Bihar,BUXAR,1997,Kharif     ,Other Kharif pulses,36,35,45,14.0,6.0
Bihar,BUXAR,1997,Kharif     ,Sesamum,37,40,46,1.0,1.0
Bihar,BUXAR,1997,Rabi       ,Barley,36,41,50,1837.0,2774.0
Bihar,BUXAR,1997,Rabi       ,Gram,37,42,55,4359.0,3805.0
Bihar,BUXAR,1997,Rabi       ,Linseed,36,40,54,1384.0,1026.0
Bihar,BUXAR,1997,Rabi       ,Other  Rabi pulses,34,45,52,188.0,149.0
Bihar,BUXAR,1997,Rabi       ,Rapeseed &Mustard,34,55,62,1765.0,740.0
Bihar,BUXAR,1997,Rabi       ,Safflower,35,50,59,35.0,29.0
Bihar,BUXAR,1997,Rabi       ,Sunflower,25,55,55,35.0,26.0
Bihar,BUXAR,1997,Rabi       ,Wheat,36,35,45,68053.0,170609.0
Bihar,BUXAR,1997,Summer     ,Maize,37,40,46,69.0,130.0
Bihar,BUXAR,1997,Summer     ,Rice,36,41,50,4.0,6.0
Bihar,BUXAR,1997,Whole Year ,Coriander,37,42,55,27.0,14.0
Bihar,BUXAR,1997,Whole Year ,Garlic,36,40,54,7.0,9.0
Bihar,BUXAR,1997,Whole Year ,Onion,34,45,52,193.0,1525.0
Bihar,BUXAR,1997,Whole Year ,Potato,34,55,62,2565.0,26647.0
Bihar,BUXAR,1997,Whole Year ,Ragi,35,50,59,1.0,1.0
Bihar,BUXAR,1997,Whole Year ,Sugarcane,25,55,55,59.0,29529.0
Bihar,BUXAR,1997,Winter     ,Rice,36,35,45,91783.0,215629.0
Bihar,BUXAR,1998,Kharif     ,Arhar/Tur,37,40,46,710.0,1111.0
Bihar,BUXAR,1998,Kharif     ,Bajra,36,41,50,786.0,463.0
Bihar,BUXAR,1998,Kharif     ,Jowar,37,42,55,543.0,597.0
Bihar,BUXAR,1998,Kharif     ,Maize,36,40,54,966.0,1786.0
Bihar,BUXAR,1998,Kharif     ,Other Kharif pulses,34,45,52,279.0,159.0
Bihar,BUXAR,1998,Kharif     ,Ragi,34,55,62,1.0,1.0
Bihar,BUXAR,1998,Kharif     ,Sunflower,35,50,59,39.0,31.0
Bihar,BUXAR,1998,Rabi       ,Barley,25,55,55,1661.0,2991.0
Bihar,BUXAR,1998,Rabi       ,Gram,36,35,45,2904.0,4127.0
Bihar,BUXAR,1998,Rabi       ,Linseed,37,40,46,1340.0,662.0
Bihar,BUXAR,1998,Rabi       ,Maize,36,41,50,10.0,30.0
Bihar,BUXAR,1998,Rabi       ,Other  Rabi pulses,37,42,55,18000.0,15656.0
Bihar,BUXAR,1998,Rabi       ,Rapeseed &Mustard,36,40,54,3846.0,3704.0
Bihar,BUXAR,1998,Rabi       ,Safflower,34,45,52,76.0,63.0
Bihar,BUXAR,1998,Rabi       ,Wheat,34,55,62,66625.0,156956.0
Bihar,BUXAR,1998,Whole Year ,Coriander,35,50,59,11.0,7.0
Bihar,BUXAR,1998,Whole Year ,Dry chillies,25,55,55,4.0,3.0
Bihar,BUXAR,1998,Whole Year ,Garlic,36,35,45,3.0,4.0
Bihar,BUXAR,1998,Whole Year ,Onion,37,40,46,290.0,2535.0
Bihar,BUXAR,1998,Whole Year ,Potato,36,41,50,4727.0,56634.0
Bihar,BUXAR,1998,Whole Year ,Sugarcane,37,42,55,396.0,9752.0
Bihar,BUXAR,1998,Winter     ,Rice,36,40,54,90730.0,221735.0
Bihar,BUXAR,1999,Kharif     ,Arhar/Tur,34,45,52,993.0,1375.0
Bihar,BUXAR,1999,Kharif     ,Bajra,34,55,62,640.0,392.0
Bihar,BUXAR,1999,Kharif     ,Jowar,35,50,59,2084.0,3091.0
Bihar,BUXAR,1999,Kharif     ,Maize,25,55,55,1121.0,2236.0
Bihar,BUXAR,1999,Kharif     ,Moong(Green Gram),36,35,45,96.0,55.0
Bihar,BUXAR,1999,Kharif     ,Sesamum,37,40,46,77.0,39.0
Bihar,BUXAR,1999,Kharif     ,Sunflower,36,41,50,56.0,39.0
Bihar,BUXAR,1999,Rabi       ,Gram,37,42,55,3713.0,4378.0
Bihar,BUXAR,1999,Rabi       ,Khesari,36,40,54,9626.0,7345.0
Bihar,BUXAR,1999,Rabi       ,Linseed,34,45,52,1112.0,577.0
Bihar,BUXAR,1999,Rabi       ,Maize,34,55,62,11.0,33.0
Bihar,BUXAR,1999,Rabi       ,Masoor,35,50,59,8279.0,7236.0
Bihar,BUXAR,1999,Rabi       ,Peas & beans (Pulses),25,55,55,712.0,484.0
Bihar,BUXAR,1999,Rabi       ,Rapeseed &Mustard,36,35,45,3626.0,1936.0
Bihar,BUXAR,1999,Rabi       ,Safflower,37,40,46,69.0,57.0
Bihar,BUXAR,1999,Rabi       ,Wheat,36,41,50,66418.0,165816.0
Bihar,BUXAR,1999,Whole Year ,Coriander,37,42,55,10.0,5.0
Bihar,BUXAR,1999,Whole Year ,Dry chillies,36,40,54,5.0,7.0
Bihar,BUXAR,1999,Whole Year ,Garlic,34,45,52,5.0,7.0
Bihar,BUXAR,1999,Whole Year ,Onion,34,55,62,237.0,4074.0
Bihar,BUXAR,1999,Whole Year ,Potato,35,50,59,4262.0,47319.0
Bihar,BUXAR,1999,Whole Year ,Sugarcane,25,55,55,328.0,7072.0
Bihar,BUXAR,2000,Autumn     ,Rice,36,35,45,84153.0,225068.0
Bihar,BUXAR,2000,Kharif     ,Arhar/Tur,37,40,46,590.0,838.0
Bihar,BUXAR,2000,Kharif     ,Bajra,36,41,50,643.0,560.0
Bihar,BUXAR,2000,Kharif     ,Jowar,37,42,55,633.0,579.0
Bihar,BUXAR,2000,Kharif     ,Maize,36,40,54,1168.0,2396.0
Bihar,BUXAR,2000,Kharif     ,Moong(Green Gram),34,45,52,98.0,75.0
Bihar,BUXAR,2000,Kharif     ,Other Kharif pulses,34,55,62,2.0,1.0
Bihar,BUXAR,2000,Kharif     ,Sunflower,35,50,59,53.0,82.0
Bihar,BUXAR,2000,Rabi       ,Barley,25,55,55,1580.0,2582.0
Bihar,BUXAR,2000,Rabi       ,Gram,36,35,45,2292.0,2808.0
Bihar,BUXAR,2000,Rabi       ,Khesari,37,40,46,10135.0,7338.0
Bihar,BUXAR,2000,Rabi       ,Linseed,36,41,50,841.0,589.0
Bihar,BUXAR,2000,Rabi       ,Maize,37,42,55,11.0,17.0
Bihar,BUXAR,2000,Rabi       ,Masoor,36,40,54,9222.0,9941.0
Bihar,BUXAR,2000,Rabi       ,Peas & beans (Pulses),34,45,52,716.0,689.0
Bihar,BUXAR,2000,Rabi       ,Rapeseed &Mustard,34,55,62,1197.0,700.0
Bihar,BUXAR,2000,Rabi       ,Safflower,35,50,59,69.0,55.0
Bihar,BUXAR,2000,Rabi       ,Wheat,25,55,55,45742.0,131621.0
Bihar,BUXAR,2000,Summer     ,Maize,36,35,45,15.0,38.0
Bihar,BUXAR,2000,Whole Year ,Coriander,37,40,46,7.0,4.0
Bihar,BUXAR,2000,Whole Year ,Dry chillies,36,41,50,2.0,4.0
Bihar,BUXAR,2000,Whole Year ,Garlic,37,42,55,2.0,3.0
Bihar,BUXAR,2000,Whole Year ,Onion,36,40,54,174.0,2102.0
Bihar,BUXAR,2000,Whole Year ,Potato,34,45,52,1993.0,23376.0
Bihar,BUXAR,2000,Whole Year ,Sugarcane,34,55,62,330.0,7617.0
Bihar,BUXAR,2000,Whole Year ,Sweet potato,35,50,59,7.0,85.0
Bihar,BUXAR,2001,Autumn     ,Maize,25,55,55,1295.0,2195.0
Bihar,BUXAR,2001,Autumn     ,Rice,36,35,45,73347.0,183073.0
Bihar,BUXAR,2001,Kharif     ,Arhar/Tur,37,40,46,594.0,557.0
Bihar,BUXAR,2001,Kharif     ,Bajra,36,41,50,359.0,259.0
Bihar,BUXAR,2001,Kharif     ,Jowar,37,42,55,557.0,585.0
Bihar,BUXAR,2001,Kharif     ,Moong(Green Gram),36,40,54,104.0,57.0
Bihar,BUXAR,2001,Kharif     ,Other Kharif pulses,34,45,52,2.0,1.0
Bihar,BUXAR,2001,Kharif     ,Sunflower,34,55,62,35.0,40.0
Bihar,BUXAR,2001,Rabi       ,Barley,35,50,59,1421.0,2646.0
Bihar,BUXAR,2001,Rabi       ,Gram,25,55,55,1893.0,1849.0
Bihar,BUXAR,2001,Rabi       ,Khesari,36,35,45,10266.0,15409.0
Bihar,BUXAR,2001,Rabi       ,Linseed,37,40,46,1098.0,911.0
Bihar,BUXAR,2001,Rabi       ,Maize,36,41,50,11.0,16.0
Bihar,BUXAR,2001,Rabi       ,Masoor,37,42,55,9051.0,9911.0
Bihar,BUXAR,2001,Rabi       ,Other  Rabi pulses,36,40,54,991.0,692.0
Bihar,BUXAR,2001,Rabi       ,Peas & beans (Pulses),34,45,52,723.0,711.0
Bihar,BUXAR,2001,Rabi       ,Rapeseed &Mustard,34,55,62,2890.0,2063.0
Bihar,BUXAR,2001,Rabi       ,Safflower,35,50,59,71.0,59.0
Bihar,BUXAR,2001,Rabi       ,Wheat,25,55,55,46633.0,113817.0
Bihar,BUXAR,2001,Summer     ,Maize,36,35,45,16.0,33.0
Bihar,BUXAR,2001,Whole Year ,Coriander,37,40,46,9.0,5.0
Bihar,BUXAR,2001,Whole Year ,Dry chillies,36,41,50,4.0,6.0
Bihar,BUXAR,2001,Whole Year ,Garlic,37,42,55,3.0,4.0
Bihar,BUXAR,2001,Whole Year ,Onion,36,40,54,234.0,2476.0
Bihar,BUXAR,2001,Whole Year ,Potato,34,45,52,1925.0,18883.0
Bihar,BUXAR,2001,Whole Year ,Sugarcane,34,55,62,485.0,17969.0
Bihar,BUXAR,2001,Whole Year ,Sweet potato,35,50,59,12.0,124.0
Bihar,BUXAR,2002,Autumn     ,Maize,25,55,55,1216.0,1897.0
Bihar,BUXAR,2002,Kharif     ,Arhar/Tur,36,35,45,544.0,1023.0
Bihar,BUXAR,2002,Kharif     ,Bajra,37,40,46,310.0,335.0
Bihar,BUXAR,2002,Kharif     ,Jowar,36,41,50,571.0,591.0
Bihar,BUXAR,2002,Kharif     ,Moong(Green Gram),37,42,55,96.0,56.0
Bihar,BUXAR,2002,Kharif     ,Small millets,36,40,54,2.0,1.0
Bihar,BUXAR,2002,Kharif     ,Sunflower,34,45,52,34.0,45.0
Bihar,BUXAR,2002,Rabi       ,Barley,34,55,62,1321.0,1877.0
Bihar,BUXAR,2002,Rabi       ,Gram,35,50,59,1618.0,1891.0
Bihar,BUXAR,2002,Rabi       ,Khesari,25,55,55,9722.0,7340.0
Bihar,BUXAR,2002,Rabi       ,Linseed,36,35,45,770.0,629.0
Bihar,BUXAR,2002,Rabi       ,Maize,37,40,46,15.0,32.0
Bihar,BUXAR,2002,Rabi       ,Masoor,36,41,50,8896.0,11885.0
Bihar,BUXAR,2002,Rabi       ,Other  Rabi pulses,37,42,55,21.0,15.0
Bihar,BUXAR,2002,Rabi       ,Peas & beans (Pulses),36,40,54,617.0,536.0
Bihar,BUXAR,2002,Rabi       ,Rapeseed &Mustard,34,45,52,839.0,665.0
Bihar,BUXAR,2002,Rabi       ,Safflower,34,55,62,2.0,2.0
Bihar,BUXAR,2002,Rabi       ,Wheat,35,50,59,46647.0,127040.0
Bihar,BUXAR,2002,Summer     ,Maize,25,55,55,16.0,37.0
Bihar,BUXAR,2002,Whole Year ,Coriander,36,35,45,6.0,4.0
Bihar,BUXAR,2002,Whole Year ,Dry chillies,37,40,46,2.0,1.0
Bihar,BUXAR,2002,Whole Year ,Garlic,36,41,50,2.0,3.0
Bihar,BUXAR,2002,Whole Year ,Onion,37,42,55,134.0,1292.0
Bihar,BUXAR,2002,Whole Year ,Potato,36,40,54,1781.0,16520.0
Bihar,BUXAR,2002,Whole Year ,Sugarcane,34,45,52,524.0,16737.0
